Model units:
Name: Commander Farsight, Army Type: Tau
Name: Breacher Team, Army Type: Tau
Enemy units:
Name: Commander Farsight, Army Type: Tau
Name: Breacher Team, Army Type: Tau
Number of Lifetimes ran: 400

Iteration 0 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [8, 9.0]
Iteration 2972 ended with reward tensor([1.]), enemy health [8.0, 0.0], model health [0.0, 3.0]
Iteration 2973 ended with reward tensor([0.7000]), enemy health [8.0, 0.0], model health [0.0, 3.0]
Iteration 2974 ended with reward tensor([0.7000]), enemy health [7.0, 0.0], model health [0.0, 3.0]
Iteration 2975 ended with reward tensor([0.7000]), enemy health [7.0, 0.0], model health [0.0, 3.0]
Iteration 2976 ended with reward tensor([0.7000]), enemy health [7.0, 0.0], model health [0.0, 3.0]
Iteration 2977 ended with reward tensor([0.7000]), enemy health [3.0, 0.0], model health [0.0, 3.0]
Iteration 2978 ended with reward tensor([0.7000]), enemy health [1.0, 0.0], model health [0.0, 3.0]
Iteration 2979 ended with reward tensor([0.7000]), enemy health [1.0, 0.0], model health [0.0, 3.0]
Iteration 2980 ended with reward tensor([2.]), enemy health [0.0, 0.0], model health [0.0, 3.0]
model won!
Iteration 2981 ended with reward tensor([0]), enemy health [8, 9], model health [7.0, 9]
Iteration 2982 ended with reward tensor([0]), enemy health [8, 9], model health [7.0, 9]
Iteration 2983 ended with reward tensor([0]), enemy health [8, 9], model health [7.0, 9]
Iteration 2984 ended with reward tensor([0]), enemy health [8, 9], model health [7.0, 9]
Iteration 2985 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [7.0, 8.0]
Iteration 2986 ended with reward tensor([0.4000]), enemy health [5.0, 9], model health [6.0, 8.0]
Iteration 2987 ended with reward tensor([0.4000]), enemy health [1.0, 9], model health [6.0, 7.0]
Iteration 2988 ended with reward tensor([1.]), enemy health [0.0, 9], model health [5.0, 7.0]
Iteration 2989 ended with reward tensor([-1.]), enemy health [0.0, 9], model health [1.0, 7.0]
Iteration 2990 ended with reward tensor([-0.5000]), enemy health [0.0, 9], model health [0, 5.0]
Iteration 2991 ended with reward tensor([0.7000]), enemy health [0.0, 7.0], model health [0.0, 3.0]
Iteration 2992 ended with reward tensor([0.7000]), enemy health [0.0, 7.0], model health [0.0, 3.0]
Iteration 2993 ended with reward tensor([0.7000]), enemy health [0.0, 6.0], model health [0.0, 3.0]
Iteration 2994 ended with reward tensor([0.7000]), enemy health [0.0, 6.0], model health [0.0, 3.0]
Iteration 2995 ended with reward tensor([0.7000]), enemy health [0.0, 5.0], model health [0.0, 3.0]
Iteration 2996 ended with reward tensor([0.7000]), enemy health [0.0, 5.0], model health [0.0, 3.0]
Iteration 2997 ended with reward tensor([0.7000]), enemy health [0.0, 3.0], model health [0.0, 3.0]
Iteration 2998 ended with reward tensor([0.7000]), enemy health [0.0, 3.0], model health [0.0, 3.0]
Iteration 2999 ended with reward tensor([0.7000]), enemy health [0.0, 1.0], model health [0.0, 3.0]
Iteration 3000 ended with reward tensor([2.]), enemy health [0.0, 0.0], model health [0.0, 3.0]
model won!
Iteration 3001 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9.0]
Iteration 3002 ended with reward tensor([0.2000]), enemy health [3.0, 9], model health [2.0, 9.0]
Iteration 3003 ended with reward tensor([0.9000]), enemy health [0, 9], model health [2.0, 7.0]
Iteration 3004 ended with reward tensor([0]), enemy health [0, 9], model health [0, 7.0]
Iteration 3005 ended with reward tensor([-0.5000]), enemy health [0, 9], model health [0, 7.0]
Iteration 3006 ended with reward tensor([-0.5000]), enemy health [0, 9], model health [0, 6.0]
Iteration 3007 ended with reward tensor([0.7000]), enemy health [0, 7.0], model health [0, 2.0]
Iteration 3008 ended with reward tensor([0.7000]), enemy health [0, 6.0], model health [0, 1.0]
Iteration 3009 ended with reward tensor([-0.5000]), enemy health [0, 6.0], model health [0, 1.0]
Iteration 3010 ended with reward tensor([-1.]), enemy health [0, 6.0], model health [0, 0.0]
enemy won!
Iteration 3011 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 3012 ended with reward tensor([0.4000]), enemy health [3.0, 9], model health [6.0, 9.0]
Iteration 3013 ended with reward tensor([0.4000]), enemy health [2.0, 9], model health [6.0, 8.0]
Iteration 3014 ended with reward tensor([1.]), enemy health [0, 9], model health [1.0, 8.0]
Iteration 3015 ended with reward tensor([0.7000]), enemy health [0, 5.0], model health [0, 8.0]
Iteration 3016 ended with reward tensor([-0.5000]), enemy health [0, 5.0], model health [0, 8.0]
Iteration 3017 ended with reward tensor([-0.5000]), enemy health [0, 5.0], model health [0, 8.0]
Iteration 3018 ended with reward tensor([0.7000]), enemy health [0, 3.0], model health [0, 3.0]
Iteration 3019 ended with reward tensor([0.7000]), enemy health [0, 2.0], model health [0, 3.0]
Iteration 3020 ended with reward tensor([-0.5000]), enemy health [0, 2.0], model health [0, 0.0]
enemy won!
Iteration 3021 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 3022 ended with reward tensor([0.2000]), enemy health [8, 9], model health [8, 9]
Iteration 3023 ended with reward tensor([0.7000]), enemy health [6.0, 9], model health [5.0, 9]
Iteration 3024 ended with reward tensor([0.7000]), enemy health [5.0, 9], model health [5.0, 9]
Iteration 3025 ended with reward tensor([0.7000]), enemy health [4.0, 9], model health [5.0, 9]
Iteration 3026 ended with reward tensor([-0.5000]), enemy health [4.0, 9], model health [0.0, 9]
Iteration 3027 ended with reward tensor([0.7000]), enemy health [3.0, 9], model health [0.0, 9]
Iteration 3028 ended with reward tensor([0.7000]), enemy health [2.0, 9], model health [0.0, 9]
Iteration 3029 ended with reward tensor([1.]), enemy health [0, 9], model health [0.0, 9]
Iteration 3030 ended with reward tensor([0.7000]), enemy health [0, 8.0], model health [0.0, 7.0]
Iteration 3031 ended with reward tensor([-0.5000]), enemy health [0, 8.0], model health [0.0, 5.0]
Iteration 3032 ended with reward tensor([0.7000]), enemy health [0, 6.0], model health [0.0, 4.0]
Iteration 3033 ended with reward tensor([0.7000]), enemy health [0, 5.0], model health [0.0, 4.0]
Iteration 3034 ended with reward tensor([0.7000]), enemy health [0, 5.0], model health [0.0, 2.0]
Iteration 3035 ended with reward tensor([0.7000]), enemy health [0, 3.0], model health [0.0, 2.0]
Iteration 3036 ended with reward tensor([-1.]), enemy health [0, 3.0], model health [0.0, 0]
enemy won!
Iteration 3037 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 3038 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 3039 ended with reward tensor([0.2000]), enemy health [4.0, 9], model health [8, 9]
Iteration 3040 ended with reward tensor([0.4000]), enemy health [2.0, 9], model health [8, 6.0]
Iteration 3041 ended with reward tensor([0.4000]), enemy health [1.0, 9], model health [8, 6.0]
Iteration 3042 ended with reward tensor([0.7000]), enemy health [1.0, 9], model health [6.0, 6.0]
Iteration 3043 ended with reward tensor([0.7000]), enemy health [1.0, 8.0], model health [0.0, 6.0]
Iteration 3044 ended with reward tensor([0.7000]), enemy health [1.0, 6.0], model health [0.0, 6.0]
Iteration 3045 ended with reward tensor([0.7000]), enemy health [1.0, 4.0], model health [0.0, 6.0]
Iteration 3046 ended with reward tensor([0.7000]), enemy health [1.0, 3.0], model health [0.0, 6.0]
Iteration 3047 ended with reward tensor([0.7000]), enemy health [1.0, 3.0], model health [0.0, 6.0]
Iteration 3048 ended with reward tensor([0.7000]), enemy health [1.0, 2.0], model health [0.0, 6.0]
Iteration 3049 ended with reward tensor([1.]), enemy health [1.0, 0], model health [0.0, 6.0]
Iteration 3050 ended with reward tensor([1.2000]), enemy health [0, 0], model health [0.0, 6.0]
model won!
Iteration 3051 ended with reward tensor([0.2000]), enemy health [8, 8.0], model health [8, 9]
Iteration 3052 ended with reward tensor([0.4000]), enemy health [5.0, 8.0], model health [8, 5.0]
Iteration 3053 ended with reward tensor([0.7000]), enemy health [4.0, 8.0], model health [5.0, 5.0]
Iteration 3054 ended with reward tensor([0.7000]), enemy health [4.0, 8.0], model health [3.0, 5.0]
Iteration 3055 ended with reward tensor([0.7000]), enemy health [4.0, 7.0], model health [0, 5.0]
Iteration 3056 ended with reward tensor([0.7000]), enemy health [4.0, 6.0], model health [0, 4.0]
Iteration 3057 ended with reward tensor([0.7000]), enemy health [4.0, 5.0], model health [0.0, 4.0]
Iteration 3058 ended with reward tensor([0.7000]), enemy health [4.0, 5.0], model health [0.0, 4.0]
Iteration 3059 ended with reward tensor([0.7000]), enemy health [4.0, 5.0], model health [0, 4.0]
Iteration 3060 ended with reward tensor([-0.5000]), enemy health [4.0, 5.0], model health [0, 4.0]
Iteration 3061 ended with reward tensor([0.7000]), enemy health [4.0, 5.0], model health [0, 4.0]
Iteration 3062 ended with reward tensor([0.7000]), enemy health [4.0, 5.0], model health [0, 4.0]
Iteration 3063 ended with reward tensor([0.7000]), enemy health [3.0, 5.0], model health [0, 4.0]
Iteration 3064 ended with reward tensor([0.7000]), enemy health [3.0, 4.0], model health [0, 4.0]
Iteration 3065 ended with reward tensor([0.7000]), enemy health [1.0, 4.0], model health [0.0, 4.0]
Iteration 3066 ended with reward tensor([0.7000]), enemy health [1.0, 2.0], model health [0.0, 4.0]
Iteration 3067 ended with reward tensor([1.]), enemy health [0.0, 2.0], model health [0.0, 4.0]
Iteration 3068 ended with reward tensor([2.]), enemy health [0.0, 0], model health [0.0, 3.0]
model won!
Iteration 3069 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [8, 9.0]
Iteration 3070 ended with reward tensor([-1.]), enemy health [8, 9], model health [8, 8.0]
Iteration 3071 ended with reward tensor([0.7000]), enemy health [8, 6.0], model health [4.0, 8.0]
Iteration 3072 ended with reward tensor([0.7000]), enemy health [8, 5.0], model health [0.0, 8.0]
Iteration 3073 ended with reward tensor([0.7000]), enemy health [8, 2.0], model health [0.0, 8.0]
Iteration 3074 ended with reward tensor([1.]), enemy health [8, 0.0], model health [0.0, 8.0]
Iteration 3075 ended with reward tensor([0.7000]), enemy health [8.0, 0.0], model health [0.0, 8.0]
Iteration 3076 ended with reward tensor([0.7000]), enemy health [7.0, 0.0], model health [0.0, 8.0]
Iteration 3077 ended with reward tensor([0.7000]), enemy health [6.0, 0.0], model health [0.0, 8.0]
Iteration 3078 ended with reward tensor([0.7000]), enemy health [5.0, 0.0], model health [0.0, 8.0]
Iteration 3079 ended with reward tensor([0.7000]), enemy health [5.0, 0.0], model health [0.0, 7.0]
Iteration 3080 ended with reward tensor([0.7000]), enemy health [2.0, 0.0], model health [0.0, 7.0]
Iteration 3081 ended with reward tensor([0.7000]), enemy health [1.0, 0.0], model health [0.0, 7.0]
Iteration 3082 ended with reward tensor([2.]), enemy health [0.0, 0.0], model health [0.0, 7.0]
model won!
Iteration 3083 ended with reward tensor([0.5000]), enemy health [8, 9], model health [8, 9]
Iteration 3084 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 3085 ended with reward tensor([0.2000]), enemy health [8, 9], model health [6.0, 9]
Iteration 3086 ended with reward tensor([0.7000]), enemy health [7.0, 9], model health [2.0, 9]
Iteration 3087 ended with reward tensor([0.7000]), enemy health [7.0, 9.0], model health [0.0, 9]
Iteration 3088 ended with reward tensor([0.7000]), enemy health [7.0, 7.0], model health [0.0, 9]
Iteration 3089 ended with reward tensor([0.7000]), enemy health [7.0, 6.0], model health [0.0, 9]
Iteration 3090 ended with reward tensor([0.7000]), enemy health [7.0, 4.0], model health [0.0, 9]
Iteration 3091 ended with reward tensor([0.7000]), enemy health [7.0, 2.0], model health [0.0, 9]
Iteration 3092 ended with reward tensor([0.7000]), enemy health [7.0, 1.0], model health [0.0, 9]
Iteration 3093 ended with reward tensor([0.7000]), enemy health [7.0, 1.0], model health [0.0, 9]
Iteration 3094 ended with reward tensor([1.]), enemy health [7.0, 0.0], model health [0.0, 9]
Iteration 3095 ended with reward tensor([0.7000]), enemy health [7.0, 0.0], model health [0.0, 9]
Iteration 3096 ended with reward tensor([-0.5000]), enemy health [7.0, 0.0], model health [0.0, 9.0]
Iteration 3097 ended with reward tensor([0.7000]), enemy health [4.0, 0.0], model health [0.0, 9.0]
Iteration 3098 ended with reward tensor([0.7000]), enemy health [3.0, 0.0], model health [0.0, 9.0]
Iteration 3099 ended with reward tensor([0.7000]), enemy health [2.0, 0.0], model health [0.0, 9.0]
Iteration 3100 ended with reward tensor([0.7000]), enemy health [2.0, 0.0], model health [0.0, 9.0]
Iteration 3101 ended with reward tensor([0.7000]), enemy health [1.0, 0.0], model health [0.0, 9.0]
Iteration 3102 ended with reward tensor([2.]), enemy health [0.0, 0.0], model health [0.0, 9.0]
model won!
Iteration 3103 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 3104 ended with reward tensor([0.2000]), enemy health [8, 9], model health [6.0, 9]
Iteration 3105 ended with reward tensor([0.4000]), enemy health [6.0, 9], model health [5.0, 9]
Iteration 3106 ended with reward tensor([0.7000]), enemy health [6.0, 9], model health [1.0, 9]
Iteration 3107 ended with reward tensor([0.7000]), enemy health [4.0, 9], model health [0.0, 9]
Iteration 3108 ended with reward tensor([0.7000]), enemy health [2.0, 9], model health [0.0, 9]
Iteration 3109 ended with reward tensor([-0.5000]), enemy health [2.0, 9], model health [0, 9]
Iteration 3110 ended with reward tensor([1.]), enemy health [0.0, 9], model health [0, 9]
Iteration 3111 ended with reward tensor([0.7000]), enemy health [0.0, 6.0], model health [0, 6.0]
Iteration 3112 ended with reward tensor([0.7000]), enemy health [0.0, 4.0], model health [0, 6.0]
Iteration 3113 ended with reward tensor([0.7000]), enemy health [0.0, 2.0], model health [0, 5.0]
Iteration 3114 ended with reward tensor([0.7000]), enemy health [0.0, 2.0], model health [0, 3.0]
Iteration 3115 ended with reward tensor([2.]), enemy health [0.0, 0.0], model health [0, 3.0]
model won!
Iteration 3116 ended with reward tensor([0]), enemy health [8, 9], model health [5.0, 9]
Iteration 3117 ended with reward tensor([0.2000]), enemy health [5.0, 9], model health [1.0, 9]
Iteration 3118 ended with reward tensor([0.2000]), enemy health [1.0, 9], model health [0.0, 9]
Iteration 3119 ended with reward tensor([0.7000]), enemy health [1.0, 9], model health [0.0, 9]
Iteration 3120 ended with reward tensor([-0.5000]), enemy health [1.0, 9], model health [0.0, 9]
Iteration 3121 ended with reward tensor([0.7000]), enemy health [1.0, 8.0], model health [0.0, 9]
Iteration 3122 ended with reward tensor([-0.5000]), enemy health [1.0, 8.0], model health [0.0, 9]
Iteration 3123 ended with reward tensor([0.7000]), enemy health [1.0, 6.0], model health [0.0, 9.0]
Iteration 3124 ended with reward tensor([0.7000]), enemy health [1.0, 5.0], model health [0.0, 7.0]
Iteration 3125 ended with reward tensor([0.7000]), enemy health [1.0, 4.0], model health [0.0, 7.0]
Iteration 3126 ended with reward tensor([0.2000]), enemy health [0.0, 4.0], model health [0.0, 6.0]
Iteration 3127 ended with reward tensor([0.5000]), enemy health [0.0, 4.0], model health [0.0, 3.0]
Iteration 3128 ended with reward tensor([0]), enemy health [0.0, 4.0], model health [0.0, 2.0]
Iteration 3129 ended with reward tensor([-1.]), enemy health [0.0, 4.0], model health [0.0, 0.0]
enemy won!
Iteration 3130 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 3131 ended with reward tensor([0.2000]), enemy health [6.0, 9], model health [8, 9]
Iteration 3132 ended with reward tensor([0.9000]), enemy health [4.0, 9], model health [8, 9.0]
Iteration 3133 ended with reward tensor([-0.5000]), enemy health [4.0, 9], model health [7.0, 9.0]
Iteration 3134 ended with reward tensor([0.7000]), enemy health [4.0, 7.0], model health [3.0, 9.0]
Iteration 3135 ended with reward tensor([0.7000]), enemy health [4.0, 6.0], model health [3.0, 9.0]
Iteration 3136 ended with reward tensor([0.7000]), enemy health [4.0, 6.0], model health [2.0, 9.0]
Iteration 3137 ended with reward tensor([0.7000]), enemy health [4.0, 5.0], model health [1.0, 9.0]
Iteration 3138 ended with reward tensor([0.7000]), enemy health [4.0, 4.0], model health [0, 9.0]
Iteration 3139 ended with reward tensor([0.7000]), enemy health [4.0, 4.0], model health [0, 9.0]
Iteration 3140 ended with reward tensor([0.7000]), enemy health [4.0, 3.0], model health [0, 9.0]
Iteration 3141 ended with reward tensor([0.7000]), enemy health [4.0, 1.0], model health [0, 9.0]
Iteration 3142 ended with reward tensor([0.7000]), enemy health [4.0, 1.0], model health [0, 9.0]
